population,households,median_income,median_house_value,total_bedrooms,total_rooms,latitude,longitude,housing_median_age
970,384,38542.0,82100.0,433,433,36.110297100000004,-79.43957879999999,50.0
1019,383,30625.0,107900.0,429,429,36.0734185,-79.4065332,42.0
1040,552,19318.0,90800.0,592,592,36.0741823,-79.39408449999999,52.0
1690,693,30478.0,81800.0,693,693,36.080374299999995,-79.39562559999999,57.0
424,232,20667.0,74800.0,257,257,36.0993598,-79.4265346,61.0
1099,405,24913.0,70700.0,527,527,36.088481099999996,-79.42369000000001,64.0
1146,385,35625.0,79800.0,434,434,36.088959700000004,-79.4121098,62.0
999,361,55875.0,113300.0,400,400,36.2182327,-79.2795166,27.0
1273,504,43750.0,110500.0,581,581,36.2042117,-79.30432449999999,33.0
1380,535,52583.0,141200.0,535,535,36.135409499999994,-79.5054593,24.0
2150,717,58322.0,145300.0,755,755,36.1093217,-79.5255902,20.0
1792,754,36786.0,139600.0,790,790,36.143659299999996,-79.40047440000001,53.0
945,443,58098.0,206900.0,459,459,36.2177578,-79.40155920000001,44.0
1414,552,69868.0,165400.0,593,593,36.215377200000006,-79.48636979999999,25.0
1138,408,52083.0,113800.0,440,440,36.1938775,-79.50664609999998,38.0
1695,568,33056.0,85600.0,623,623,36.114519,-79.42094190000002,44.0
2866,998,45612.0,132800.0,1026,1026,36.1290602,-79.4352637,38.0
3062,506,56538.0,280800.0,506,506,36.1183311,-79.5027351,26.0
895,446,78125.0,237900.0,446,446,36.0475432,-79.27497029999999,27.0
2685,935,53906.0,153600.0,992,992,36.04411270000001,-79.31894820000001,26.0
2764,965,36746.0,89200.0,982,982,36.0899761,-79.3879819,39.0
1078,421,,9999.0,434,434,36.1128804,-79.40815690000001,37.0
1068,347,32786.0,,435,435,36.10188529999999,-79.41302320000001,56.0
1882,781,37569.0,102400.0,854,854,36.1139331,-79.36800129999999,40.0
1224,458,29833.0,115200.0,531,531,36.0757433,-79.3565903,52.0
1136,445,47679.0,167800.0,504,504,35.868880100000005,-79.4406271,35.0
1522,596,61500.0,151800.0,652,652,36.0133874,-79.3826015,33.0
2005,706,76048.0,203600.0,794,794,35.9706785,-79.3706321,24.0
1034,478,59667.0,158100.0,588,588,35.9384862,-79.39135999999999,34.0
1665,673,51194.0,122100.0,716,716,35.919034100000005,-79.3395123,21.0
649,291,49450.0,147200.0,323,323,35.9081496,-79.2840592,31.0
2152,841,61932.0,135900.0,892,892,35.8648152,-79.3221879,20.0
1060,492,41008.0,132100.0,560,560,35.97873,-79.3004464,28.0
1808,706,64286.0,214900.0,750,750,36.020843,-79.3517007,40.0
2236,889,61042.0,155000.0,889,889,35.9925369,-79.3213316,21.0
1781,723,48281.0,163500.0,758,758,36.014390500000005,-79.27881629999999,24.0
1375,540,54375.0,137000.0,585,585,35.934391299999994,-79.280941,23.0
630,444,45833.0,156900.0,444,444,36.08432379999999,-79.5212086,29.0
1652,311,,,311,311,36.101857700000004,-79.50451600000001,25.0
2694,976,95000.0,343800.0,986,986,36.0881757,-79.50568709999999,23.0
3029,1352,71646.0,266600.0,1366,1366,36.0441135,-79.51262270000001,13.0
3220,1399,48598.0,197500.0,1432,1432,36.0743638,-79.5183208,19.0
1421,541,54659.0,217900.0,593,593,35.98650870000001,-79.50564759999999,45.0
859,388,39000.0,136800.0,466,466,35.9365201,-79.4991098,39.0
1707,691,54886.0,150200.0,754,754,35.939036,-79.44372740000001,34.0
1817,705,37656.0,148700.0,735,735,35.8874528,-79.5116931,33.0
1388,663,29492.0,149400.0,688,688,36.099124700000004,-79.4483765,67.0
952,506,45000.0,167200.0,630,630,36.0922109,-79.4507937,73.0
1007,380,18182.0,,380,380,36.083537400000004,-79.4454912,59.0
492,283,29875.0,104300.0,335,335,36.093869500000004,-79.4366101,2018.0
2231,889,45446.0,153300.0,1071,1071,36.1185305,-79.47870970000001,27.0
1325,547,57708.0,157400.0,588,588,36.105154399999996,-79.4792253,38.0
2771,1035,32276.0,122300.0,1133,1133,36.114312700000006,-79.4516953,30.0
651,232,36641.0,60400.0,258,258,36.1035555,-79.4405978,64.0
800,247,27139.0,74700.0,247,247,36.1096227,-79.4602229,54.0
891,391,71107.0,201200.0,391,391,36.0956641,-79.48255040000001,49.0
956,423,89680.0,260400.0,450,450,36.0922418,-79.4903918,53.0
1313,566,89444.0,215700.0,620,620,36.085411,-79.4751228,51.0
745,294,54653.0,85500.0,294,294,36.1039902,-79.45871559999999,64.0
1788,915,62132.0,167000.0,1003,1003,36.0941794,-79.4652879,53.0
912,485,55891.0,104000.0,551,551,36.078729200000005,-79.48710559999999,21.0
1163,606,35588.0,148200.0,674,674,36.0759593,-79.470947,40.0
1561,584,,165900.0,624,624,36.0623593,-79.4810442,18.0
1251,602,44247.0,138600.0,646,646,36.0778925,-79.4581525,56.0
1099,600,38654.0,113000.0,600,600,36.0736811,-79.4512964,42.0
1238,429,25565.0,123600.0,535,535,36.056576,-79.46256329999999,19.0
828,293,45813.0,113000.0,336,336,36.0673755,-79.43372579999999,52.0
574,313,21172.0,,313,313,36.0866571,-79.4314481,61.0
1622,631,29433.0,78000.0,696,696,36.0837529,-79.4356526,63.0
593,254,,,301,301,36.07819979999999,-79.4248183,57.0
653,361,24273.0,54800.0,431,431,36.0806445,-79.41762609999999,56.0
1036,545,36681.0,101100.0,551,551,36.0663562,-79.4071378,62.0
1003,415,44821.0,119700.0,460,460,36.0542266,-79.4072166,41.0
1990,813,56553.0,159200.0,813,813,36.0295019,-79.41903719999999,20.0
1554,636,55972.0,166000.0,675,675,36.0365091,-79.4036694,32.0
1717,722,45671.0,130200.0,776,776,36.0659711,-79.371313,36.0
494,202,25900.0,134700.0,223,223,36.0626783,-79.3874283,59.0
983,406,16216.0,145600.0,406,406,36.0563564,-79.38943590000001,27.0
1044,499,39271.0,169600.0,513,513,36.0324933,-79.37788640000001,37.0
897,428,45357.0,149600.0,496,496,36.0529823,-79.332356,27.0
1644,679,50825.0,213300.0,721,721,36.082118900000005,-79.2661663,32.0
3948,1570,41399.0,192300.0,1671,1671,36.0638928,-79.28665459999999,16.0
2510,905,62036.0,183400.0,989,989,36.086878600000006,-79.3000921,17.0
1404,597,36639.0,181500.0,754,754,36.0918844,-79.2771877,50.0
1686,632,49583.0,153400.0,715,715,36.10206779999999,-79.267197,49.0
1523,542,102500.0,265000.0,564,564,36.1330375,-79.2806184,21.0
1458,564,46000.0,148000.0,588,588,36.1647999,-79.48227779999999,37.0
1342,574,98929.0,272000.0,622,622,36.0928125,-79.53572240000001,24.0
1501,561,41563.0,86900.0,668,668,36.10123529999999,-79.4005162,60.0
1534,556,48641.0,96300.0,608,608,36.09909879999999,-79.3914377,52.0
2441,933,35417.0,78200.0,1007,1007,36.113982899999996,-79.3329625,43.0
1260,470,29052.0,67400.0,624,624,36.094959499999995,-79.4202312,65.0
1484,550,52500.0,158000.0,649,649,36.2019636,-79.3532252,26.0
958,437,42417.0,114000.0,480,480,36.1588973,-79.51902220000001,38.0
926,332,46439.0,156300.0,356,356,36.168032700000005,-79.44725559999999,24.0
781,321,26613.0,,350,350,36.107535,-79.428617,61.0
619,195,29188.0,,299,299,36.1031513,-79.4258333,57.0
1318,536,110921.0,216100.0,553,553,36.099434,-79.5280922,24.0
2057,768,53788.0,172800.0,848,848,36.0925818,-79.51723840000001,28.0
2179,935,68750.0,198600.0,1018,1018,36.014537700000005,-79.4722399,48.0
1979,802,45750.0,113900.0,833,833,35.9708914,-79.4547757,23.0
837,337,42044.0,143200.0,430,430,36.07148970000001,-79.48277220000001,48.0
1121,646,37927.0,119900.0,774,774,36.069547,-79.4607082,37.0
782,409,46131.0,146000.0,486,486,36.0397429,-79.44938459999999,35.0
1508,485,23977.0,109700.0,536,536,36.0752756,-79.43087609999999,29.0
1155,518,34167.0,89000.0,571,571,36.0719305,-79.420369,54.0
1677,537,54861.0,165200.0,570,570,36.0525169,-79.4245499,25.0
342,168,37500.0,89500.0,289,289,36.0746165,-79.3807681,54.0
1409,529,48839.0,155300.0,557,557,36.047635,-79.3831212,31.0
586,300,88875.0,200700.0,361,361,36.0816793,-79.27674209999999,26.0
1183,433,58266.0,166000.0,461,461,36.083760999999996,-79.32905600000001,25.0
1908,718,57012.0,149200.0,801,801,36.1053504,-79.29495490000001,42.0
844,405,41193.0,147700.0,443,443,36.1568634,-79.3228336,31.0
2031,687,47526.0,127200.0,782,782,35.887506099999996,-81.3031767,32.0
460,200,32386.0,126500.0,335,335,35.9485543,-81.1163131,38.0
1004,404,52603.0,98700.0,497,497,35.993708000000005,-81.11678540000001,37.0
541,271,,134100.0,346,346,35.9541821,-81.2061982,34.0
2165,842,42389.0,141400.0,978,978,35.9674602,-81.2822369,31.0
1049,442,35234.0,114000.0,479,479,35.8390662,-81.272859,33.0
2033,589,64776.0,171900.0,725,725,35.8498427,-81.32527579999999,36.0
1543,731,61016.0,217800.0,833,833,35.8180279,-81.3220179,32.0
1042,407,27535.0,110300.0,522,522,35.9077002,-81.081056,37.0
3054,1043,47596.0,127300.0,1164,1164,35.836536100000004,-81.1033593,30.0
3262,770,42310.0,104700.0,915,915,35.848642100000006,-81.1528811,28.0
1311,545,44519.0,131100.0,590,590,35.8651092,-81.2013391,30.0
1569,685,74875.0,214000.0,866,866,35.830860799999996,-81.2411635,25.0
1576,491,44375.0,116500.0,632,632,35.9407285,-81.2046194,44.0
1740,673,39222.0,108600.0,757,757,35.9174676,-81.13981590000002,36.0
1287,551,24596.0,89700.0,653,653,35.9100235,-81.1732246,34.0
1121,383,29297.0,128500.0,449,449,35.9399786,-81.17970759999999,29.0
967,383,48125.0,177400.0,467,467,35.912202799999996,-81.2111912,26.0
1018,483,34351.0,112200.0,620,620,35.8935399,-81.2619487,34.0
1627,620,56339.0,107300.0,767,767,35.968062100000004,-81.04307259999999,31.0
1246,469,52532.0,117600.0,552,552,36.0123739,-81.16838759999999,50.0
1990,856,78654.0,210500.0,996,996,35.812521999999994,-81.27999840000001,31.0
1493,535,33047.0,111600.0,646,646,35.89376420000001,-81.1128145,32.0
1990,662,35549.0,78500.0,828,828,35.8704516,-81.051536,50.0
1083,513,36597.0,115700.0,815,815,36.486704100000004,-81.24398000000001,39.0
811,385,35551.0,96300.0,895,895,36.410162899999996,-81.2002818,34.0
905,315,30917.0,85200.0,406,406,36.5040208,-81.1542939,43.0
1099,483,30938.0,111800.0,611,611,36.4893563,-81.1322988,46.0
1028,409,33036.0,202900.0,537,537,36.5065204,-81.0857329,34.0
888,323,52708.0,148100.0,1180,1180,36.410068599999995,-81.0048953,35.0
1005,478,47019.0,141700.0,766,766,36.5146451,-80.9608856,38.0
1043,461,39552.0,169100.0,811,811,36.542944,-81.23577979999999,34.0
1043,441,26473.0,145300.0,668,668,36.546681899999996,-81.1084343,41.0
967,480,39773.0,78800.0,810,810,36.465022,-81.0450344,36.0
1101,458,28750.0,114900.0,661,661,36.530928499999995,-81.01688349999999,35.0
548,296,30172.0,120500.0,337,337,35.0252112,-79.9501844,40.0
1117,463,55352.0,78900.0,624,624,34.923237799999995,-79.93005169999999,37.0
1084,461,45655.0,76700.0,532,532,34.9731993,-79.9616307,47.0
1867,720,36563.0,77100.0,872,872,35.0996781,-80.10498929999999,37.0
2498,925,35545.0,105200.0,1036,1036,35.0241256,-80.1862689,38.0
2084,732,49323.0,147500.0,889,889,35.0212344,-80.25666009999999,41.0
966,377,35634.0,103400.0,462,462,35.0087669,-80.0560549,41.0
1133,413,40950.0,92100.0,456,456,35.0175464,-80.1176842,40.0
1073,464,34255.0,59900.0,501,501,34.9393291,-80.14434720000001,31.0
575,237,20950.0,,375,375,34.9676079,-80.0924173,46.0
1240,504,39470.0,102000.0,565,565,34.92701829999999,-80.0363027,49.0
1609,664,43750.0,111600.0,876,876,34.958708200000004,-80.0678817,53.0
937,440,36842.0,62800.0,508,508,34.849386100000004,-79.9484507,38.0
1450,707,27429.0,57900.0,934,934,34.8707994,-80.0403877,35.0
842,433,45625.0,72100.0,619,619,35.125898600000006,-80.2419187,31.0
2135,239,58942.0,135200.0,280,280,34.9495049,-80.2147609,38.0
1305,438,25625.0,81300.0,519,519,34.9718061,-80.0612598,57.0
1304,402,74024.0,92000.0,441,441,34.9500827,-80.0841297,44.0
1539,601,41964.0,126900.0,768,768,34.867183399999995,-80.19130159999999,28.0
1143,451,50653.0,140500.0,639,639,36.4785263,-81.5469916,35.0
991,460,31875.0,122700.0,740,740,36.434752200000005,-81.6872547,34.0
1555,681,40288.0,128500.0,820,820,36.509099600000006,-81.6445484,36.0
1169,465,38977.0,95800.0,616,616,36.4436205,-81.5603804,34.0
1317,685,40446.0,118600.0,792,792,36.374696899999996,-81.4929098,31.0
1281,526,55313.0,169500.0,694,694,36.412932899999994,-81.5146589,42.0
998,381,38750.0,200000.0,456,456,36.400737400000004,-81.487841,40.0
1033,458,32959.0,115200.0,542,542,36.465767,-81.4656709,43.0
699,404,27283.0,98600.0,559,559,36.4313311,-81.4830427,40.0
1031,405,30707.0,194300.0,476,476,36.4467654,-81.43738370000001,41.0
2000,836,61288.0,205400.0,1482,1482,36.30569439999999,-81.53240500000001,31.0
1026,513,53496.0,174300.0,1061,1061,36.3786124,-81.5840404,26.0
425,193,,188300.0,432,432,36.3072428,-81.4519885,45.0
895,464,34028.0,115900.0,655,655,36.5555138,-81.5627803,43.0
1190,581,39604.0,205000.0,907,907,36.5528222,-81.4287418,33.0
1624,735,37841.0,125700.0,1187,1187,36.4807024,-81.36197940000001,31.0
841,309,35795.0,120800.0,393,393,36.5236511,-81.5017463,47.0
2012,899,29984.0,144700.0,1344,1344,36.381186299999996,-81.42648340000001,36.0
1250,527,49943.0,227400.0,840,840,36.4281714,-81.41395759999999,28.0
1240,517,60612.0,180900.0,917,917,36.3283544,-81.4759041,24.0
758,327,65536.0,,466,466,36.27793870000001,-81.4347215,26.0
2308,988,41900.0,134000.0,1631,1631,36.398838899999994,-81.34898609999999,26.0
1578,743,48810.0,246400.0,1609,1609,36.1576594,-81.8448542,32.0
1373,291,57212.0,180200.0,781,781,36.1872141,-81.9059557,35.0
929,381,68894.0,314700.0,2825,2825,36.1130528,-81.8513571,33.0
268,158,45286.0,63400.0,689,689,36.034378499999995,-81.82716429999999,29.0
553,352,20313.0,144700.0,393,393,36.075782000000004,-81.9401455,39.0
827,468,28400.0,163000.0,1836,1836,36.062626200000004,-81.89857090000001,33.0
1087,524,30000.0,97100.0,899,899,36.144966499999995,-81.9243891,37.0
923,414,25833.0,132700.0,594,594,36.1047334,-81.9077959,39.0
1004,425,58750.0,234800.0,661,661,36.1001697,-81.964513,40.0
560,247,29408.0,98400.0,310,310,36.1760226,-81.97616509999999,47.0
1051,497,33867.0,74700.0,632,632,36.116862,-82.00764840000001,35.0
1200,479,31875.0,92300.0,672,672,36.0612449,-82.0224809,36.0
3625,559,39922.0,168500.0,684,684,35.9660244,-82.0059696,37.0
895,355,45069.0,127200.0,574,574,36.0293516,-81.9299911,45.0
1064,457,40022.0,157300.0,591,591,35.99815460000001,-81.9710099,24.0
564,237,,157400.0,416,416,36.2217172,-81.9335938,38.0
2468,836,32267.0,119800.0,1055,1055,35.6656136,-77.1336348,26.0
1833,731,53646.0,146200.0,991,991,35.588109100000004,-77.10342929999999,36.0
1770,713,27739.0,108900.0,803,803,35.5614451,-77.071995,49.0
1196,475,32235.0,81900.0,527,527,35.540900799999996,-77.0378077,54.0
932,421,22933.0,182200.0,496,496,35.5719562,-77.0526624,55.0
1215,419,33628.0,66500.0,495,495,35.549447,-77.04521729999999,60.0
456,213,20268.0,93200.0,213,213,35.5526493,-77.0552502,57.0
1472,663,24095.0,73600.0,851,851,35.5200907,-76.9937551,42.0
932,517,69315.0,191900.0,765,765,35.4909451,-76.97143709999999,41.0
1000,455,38281.0,88700.0,559,559,35.5268032,-76.9857438,30.0
1313,462,60972.0,128800.0,494,494,35.5510451,-76.8612002,38.0
1502,677,58281.0,167500.0,1384,1384,35.46708889999999,-76.75975229999999,44.0
1145,444,42833.0,61200.0,749,749,35.3342602,-76.7311061,22.0
576,268,32339.0,67700.0,379,379,35.2958279,-76.79020229999999,47.0
1180,456,43548.0,94200.0,597,597,35.3984831,-77.00986479999999,39.0
803,422,23314.0,81700.0,1004,1004,35.36055579999999,-76.89462840000002,37.0
2132,794,52604.0,142700.0,981,981,35.5188152,-77.07700870000001,42.0
967,399,55912.0,,515,515,35.42726879999999,-77.134395,31.0
1348,443,46583.0,81600.0,725,725,35.505443400000004,-77.14494470000001,33.0
1332,531,,82100.0,600,600,35.653710100000005,-76.7336125,35.0
432,247,30469.0,73200.0,412,412,35.552883200000004,-76.5540088,31.0
1244,573,48325.0,89900.0,763,763,35.555046000000004,-76.732037,35.0
778,335,22337.0,60700.0,454,454,35.549362200000004,-76.6156663,40.0
2122,825,49201.0,142100.0,926,926,35.634630200000004,-76.9528614,28.0
948,455,23560.0,132500.0,637,637,35.541568,-77.0523061,75.0
2053,782,51325.0,232100.0,966,966,35.5615667,-77.0306512,31.0
1532,706,64886.0,234500.0,911,911,35.5100744,-77.00505009999999,49.0
3012,1122,50256.0,115600.0,1304,1304,35.5582098,-76.9641067,38.0
2154,935,58713.0,196100.0,1221,1221,35.4912243,-76.88082659999999,33.0
1005,339,38322.0,64300.0,462,462,35.2622452,-76.7735256,40.0
965,472,,149400.0,926,926,35.4368357,-76.63257519999999,39.0
2495,1092,73500.0,293000.0,1341,1341,35.461267600000006,-77.0072021,22.0
1509,528,28925.0,76400.0,615,615,35.4679742,-77.09030059999999,43.0
654,249,42663.0,143000.0,370,370,35.5884059,-76.62023559999999,51.0
768,326,44583.0,140000.0,439,439,35.5340234,-76.6070672,52.0
1660,719,39078.0,83400.0,845,845,36.185245200000004,-77.02431990000001,34.0
1125,504,30089.0,53200.0,650,650,36.0108101,-77.1129549,33.0
1311,571,29943.0,53500.0,716,716,36.1948316,-77.1809987,37.0
767,393,24115.0,136700.0,686,686,35.9599716,-76.7786339,28.0
731,299,64240.0,85600.0,299,299,36.0539506,-76.9289679,40.0
2104,409,30750.0,75700.0,514,514,35.9975767,-76.8822813,29.0
872,406,26319.0,50900.0,528,528,35.8889928,-76.8612073,40.0
792,372,22596.0,74900.0,471,471,35.971642700000004,-76.9737315,28.0
879,413,54063.0,104200.0,544,544,36.1361171,-76.91470859999998,39.0
1373,442,21582.0,69400.0,455,455,36.1832396,-76.8264719,41.0
1130,472,41094.0,60600.0,509,509,36.0784007,-76.8406099,24.0
1283,621,25701.0,85600.0,685,685,36.094103600000004,-77.05578320000001,34.0
920,313,32448.0,68500.0,406,406,36.126102200000005,-77.2267977,41.0
861,423,37784.0,156100.0,450,450,36.0017468,-76.9564398,60.0
692,276,52031.0,111300.0,313,313,36.0115948,-76.9458973,46.0
570,291,31131.0,89300.0,333,333,36.222089200000006,-76.75495169999999,45.0
854,331,28177.0,70800.0,456,456,36.2235224,-77.1235417,48.0
0,0,,,0,0,35.9808619,-76.66895790000001,
1031,390,29000.0,82400.0,456,456,36.2140558,-76.9040992,41.0
689,331,69375.0,139900.0,525,525,36.0998944,-76.74567449999999,18.0
1152,494,50000.0,115100.0,784,784,34.626528,-78.3701915,25.0
887,228,17266.0,76300.0,269,269,34.696772499999994,-78.5232306,29.0
760,388,20526.0,,586,586,34.474169200000006,-78.2988448,25.0
1174,492,28777.0,67600.0,654,654,34.7794396,-78.5141622,34.0
1719,736,42632.0,82800.0,891,891,34.5890156,-78.8058785,34.0
1639,679,26301.0,56500.0,832,832,34.5453885,-78.8017434,37.0
714,269,29213.0,59300.0,269,269,34.518533399999995,-78.8404436,34.0
609,285,26322.0,65800.0,436,436,34.5073016,-78.6879226,52.0
928,346,26087.0,77500.0,362,362,34.436143,-78.5617944,33.0
453,194,65893.0,157700.0,281,281,34.468325,-78.4654847,43.0
807,424,15972.0,162600.0,466,466,34.535468200000004,-78.5032777,35.0
1113,392,,90600.0,428,428,34.5164187,-78.62192399999999,38.0
1653,690,42326.0,106600.0,870,870,34.801710799999995,-78.6957698,33.0
912,455,10664.0,,638,638,34.612776200000006,-78.60909759999998,35.0
1292,504,61023.0,203400.0,504,504,34.6397101,-78.65753509999999,33.0
618,260,58269.0,99500.0,260,260,34.6222722,-78.5897855,41.0
1618,595,39632.0,111400.0,738,738,34.6807594,-78.71051130000001,31.0
1360,549,31250.0,,602,602,34.63742070000001,-78.73694809999999,42.0
1272,542,26520.0,75000.0,610,610,34.6393786,-78.79247600000001,27.0
1231,574,50192.0,135200.0,1604,1604,34.6101552,-78.5120402,29.0
1027,359,47310.0,84900.0,469,469,34.5302258,-78.7844781,48.0
1165,603,29327.0,82400.0,625,625,34.5578959,-78.7316642,40.0
668,211,68242.0,142500.0,300,300,34.498479100000004,-78.77107209999998,30.0
817,341,27781.0,83500.0,400,400,34.490495200000005,-78.6464152,49.0
1268,522,31786.0,74800.0,639,639,34.3998686,-78.37624659999999,36.0
1573,702,29756.0,79400.0,801,801,34.6861326,-78.6270792,33.0
719,357,,76000.0,497,497,34.622021000000004,-78.62097490000001,53.0
844,315,47604.0,97100.0,352,352,34.5928661,-78.58265420000001,37.0
1390,486,31483.0,72200.0,566,566,34.792692200000005,-78.85108740000001,27.0
937,376,30402.0,94800.0,431,431,34.706927,-78.7635285,50.0
1459,600,38333.0,90600.0,713,713,34.61929620000001,-78.6769515,39.0
397,174,34357.0,97500.0,425,425,33.932973499999996,-78.30229279999999,36.0
866,443,37583.0,,992,992,33.9426923,-78.34034100000001,29.0
1308,594,40962.0,,927,927,33.9238409,-78.3476507,24.0
418,226,41092.0,177700.0,1106,1106,33.9188907,-78.3263489,30.0
1473,606,42500.0,138100.0,824,824,33.9814614,-78.3228524,30.0
407,213,33646.0,,1012,1012,33.936406899999994,-78.27659140000002,31.0
1574,564,32500.0,107700.0,878,878,33.9849283,-78.2863666,25.0
1867,915,67159.0,316900.0,1678,1678,33.946281899999995,-78.583424,15.0
1158,517,32306.0,78800.0,517,517,34.0288307,-78.5831255,26.0
1051,342,38750.0,147400.0,442,442,33.977616999999995,-78.57807779999999,38.0
2788,1059,34775.0,133800.0,1350,1350,33.9313928,-78.4160165,18.0
530,291,36595.0,197000.0,391,391,33.8964412,-78.58585479999999,29.0
2256,976,64375.0,224800.0,1132,1132,33.9551895,-78.37958449999999,28.0
1723,687,57018.0,170100.0,1065,1065,33.92369420000001,-78.58972390000001,16.0
2982,1211,62311.0,170800.0,1640,1640,33.9168127,-78.56533929999999,15.0
1171,661,53914.0,207000.0,1057,1057,33.9235927,-78.52973809999999,15.0
406,194,70000.0,282400.0,864,864,33.9141327,-78.1081982,32.0
296,143,65375.0,,513,513,33.9121003,-78.0980433,34.0
281,144,77778.0,300000.0,666,666,33.9188019,-78.0950824,30.0
783,303,47175.0,281800.0,679,679,33.9150171,-78.07701800000001,32.0
675,318,106786.0,375800.0,915,915,33.905869200000005,-78.0486559,28.0
1207,532,43000.0,171800.0,1011,1011,33.9221342,-78.2811093,28.0
1849,764,81500.0,486600.0,870,870,33.935784999999996,-78.4682723,13.0
1146,541,34702.0,161600.0,966,966,33.8813375,-78.5616569,28.0
791,383,44046.0,190200.0,745,745,33.8833025,-78.53641999999999,25.0
658,346,71583.0,293900.0,1013,1013,33.8996226,-78.5112498,19.0
0,0,,,82,82,33.9059623,-78.4971155,14.0
696,342,49107.0,160500.0,911,911,33.8887425,-78.5019939,26.0
605,265,38309.0,139900.0,859,859,33.8937359,-78.47761259999999,29.0
1151,513,39567.0,215400.0,789,789,33.921239899999996,-78.3873725,28.0
1287,701,57236.0,241500.0,1441,1441,33.9035291,-78.41650279999999,25.0
424,178,96563.0,420600.0,1140,1140,33.915595700000004,-78.265194,27.0
129,55,73750.0,450000.0,399,399,33.9063034,-78.3649405,24.0
459,205,92188.0,383800.0,1041,1041,33.911986999999996,-78.3207687,30.0
1404,525,40666.0,108600.0,555,555,34.2634027,-78.0253713,18.0
3008,1062,42457.0,118200.0,1103,1103,34.252579,-78.0140005,30.0
1840,779,54549.0,162600.0,938,938,34.2367469,-78.0074689,34.0
1710,642,59483.0,190700.0,741,741,34.2203487,-77.99514920000001,22.0
2307,992,56250.0,172200.0,992,992,34.210011200000004,-78.0072602,14.0
6535,2606,80517.0,284400.0,2910,2910,34.1653706,-78.00159120000001,11.0
1562,680,46250.0,136800.0,978,978,34.0501547,-77.981739,24.0
1931,714,53611.0,169200.0,810,810,34.1520711,-78.0568792,18.0
743,295,53438.0,159900.0,368,368,34.0921895,-78.06164129999999,30.0
578,267,35725.0,139500.0,272,272,34.067778000000004,-78.0869558,36.0
1621,687,31646.0,213000.0,830,830,34.0029901,-78.078975,17.0
1841,705,57836.0,174000.0,754,754,34.019161100000005,-78.0443832,24.0
1801,872,62973.0,339200.0,1084,1084,33.9814967,-78.2168641,13.0
4816,2392,100682.0,449200.0,2913,2913,33.9443595,-78.1003055,13.0
2776,1188,60337.0,201000.0,1604,1604,33.9364287,-78.0782429,16.0
2228,1098,59375.0,229700.0,1505,1505,33.9292445,-78.04081459999999,16.0
953,321,64861.0,291300.0,452,452,33.951224200000006,-77.9921571,25.0
678,305,52019.0,314300.0,431,431,33.9250252,-78.00697629999999,33.0
234,141,101875.0,764300.0,1220,1220,33.90922379999999,-77.9958015,20.0
1494,762,62250.0,263600.0,1443,1443,33.924572600000005,-78.174609,25.0
1578,767,60069.0,249600.0,1456,1456,33.9210597,-78.1249435,24.0
558,269,68393.0,322800.0,763,763,33.915319399999994,-78.13906949999999,31.0
2589,1114,35741.0,89500.0,1293,1293,34.323231,-78.071378,23.0
4524,1890,57255.0,161400.0,2004,2004,34.287313700000006,-78.09304300000001,14.0
2323,1070,50081.0,160900.0,1109,1109,34.234143599999996,-78.0944627,16.0
2919,1356,58839.0,212600.0,1636,1636,34.2229768,-78.0446595,15.0
3178,1316,75400.0,299500.0,1379,1379,34.22606629999999,-78.0263507,
255,130,60417.0,459500.0,1252,1252,33.8696914,-78.51923509999999,27.0
284,143,78250.0,561400.0,1105,1105,33.893044700000004,-78.43362909999999,32.0
203,97,116563.0,599400.0,872,872,33.8983308,-78.4066276,25.0
2107,955,44092.0,120700.0,1070,1070,34.2286261,-78.16496459999999,19.0
1854,563,66745.0,117600.0,742,742,34.0863541,-78.4963032,35.0
2888,1295,30288.0,128700.0,1752,1752,34.06929,-78.3889582,26.0
1277,539,34125.0,85800.0,599,599,34.252044500000004,-78.1218108,25.0
492,214,70125.0,121100.0,229,229,34.16348120000001,-78.1433632,26.0
1671,626,42574.0,122500.0,745,745,34.133001,-78.2376273,27.0
3323,1168,43051.0,171600.0,1330,1330,34.0182139,-78.19764479999999,21.0
0,0,,,0,0,33.857347999999995,-78.54718199999999,
2435,829,61141.0,168200.0,925,925,34.0464474,-78.05610870000001,23.0
1897,772,44136.0,169400.0,1250,1250,33.9596152,-78.175475,30.0
522,235,43625.0,302300.0,482,482,33.922756299999996,-78.02700379999999,28.0
627,165,73542.0,212100.0,201,201,33.929846000000005,-78.0190857,36.0
227,137,78750.0,470000.0,818,818,33.914050399999994,-78.2072778,32.0
954,450,77500.0,189000.0,1180,1180,33.922721200000005,-78.15078129999999,30.0
1234,539,25258.0,154800.0,678,678,33.96136370000001,-78.35631020000001,32.0
1365,430,30833.0,81900.0,845,845,33.9321815,-78.31916109999999,26.0
996,467,26820.0,105900.0,693,693,33.9549216,-78.2873461,31.0
1729,722,50773.0,218200.0,1135,1135,33.9628319,-78.2492812,23.0
2002,770,38500.0,128900.0,965,965,33.9888927,-78.5039079,25.0
1143,539,56424.0,199200.0,650,650,33.914488399999996,-78.6066145,13.0
1220,656,51120.0,181400.0,965,965,33.9045158,-78.576881,27.0
562,263,76250.0,423500.0,739,739,33.9224305,-78.2558578,19.0
1517,569,68508.0,317800.0,886,886,33.897069099999996,-78.5269253,21.0
