population,households,median_income,median_house_value,total_bedrooms,total_rooms,latitude,longitude,housing_median_age
1060,341,21477.0,60600.0,385,385,35.812256,-80.2588251,59.0
2504,1078,81576.0,273600.0,1293,1293,36.00029779999999,-80.41561879999999,37.0
1371,491,78795.0,261500.0,623,623,35.9639406,-80.4903655,32.0
2551,858,43990.0,120600.0,927,927,35.9600593,-80.4495298,31.0
2723,1081,113313.0,330700.0,1190,1190,35.9869493,-80.448267,16.0
1701,614,70821.0,116600.0,713,713,35.9193487,-80.5258821,29.0
1974,529,54406.0,160800.0,551,551,35.8840537,-80.53506970000001,31.0
1166,609,30797.0,116300.0,705,705,35.90273010000001,-80.5425059,34.0
1106,407,53309.0,160200.0,407,407,36.003412700000005,-80.4686965,40.0
1285,523,61932.0,235300.0,523,523,35.9935626,-80.5155343,34.0
2312,973,58813.0,195900.0,1106,1106,36.0257873,-80.4671089,33.0
695,366,58088.0,296900.0,486,486,36.0045473,-80.5608739,26.0
2190,706,53763.0,137700.0,869,869,35.96738679999999,-80.6109426,26.0
1763,534,59833.0,194400.0,639,639,35.865784600000005,-80.6312883,46.0
2628,984,57703.0,89900.0,1196,1196,36.00854520000001,-80.6633719,27.0
1317,483,48482.0,91800.0,620,620,35.8275564,-80.55137420000001,55.0
1211,461,84688.0,287100.0,488,488,35.9288347,-80.3878929,25.0
2666,1111,56699.0,192700.0,1304,1304,35.911435600000004,-80.4526741,32.0
2054,890,33250.0,97500.0,1042,1042,35.856308,-80.5306523,38.0
1542,514,40000.0,132800.0,580,580,35.809039899999995,-80.52432040000001,43.0
1887,790,42656.0,149500.0,940,940,35.944911499999996,-80.5744542,27.0
1158,442,50326.0,172500.0,502,502,35.9122686,-80.5998422,41.0
1493,481,42348.0,109000.0,599,599,35.9393598,-80.6764598,37.0
852,345,65159.0,129600.0,438,438,35.862069,-80.42697249999999,42.0
971,418,48724.0,124700.0,511,511,35.807284700000004,-80.4889106,28.0
871,311,,225700.0,330,330,35.87918629999999,-80.57086579999999,40.0
991,522,36750.0,63100.0,629,629,35.1265927,-78.0163575,40.0
1583,525,38301.0,72400.0,677,677,35.0830987,-78.0757509,32.0
1884,537,43701.0,101500.0,679,679,35.1342024,-78.1464017,45.0
1412,582,26486.0,64600.0,582,582,35.042317100000005,-78.08969090000001,34.0
1526,615,24827.0,104200.0,690,690,34.980560700000005,-78.0678441,63.0
1302,416,51719.0,96700.0,544,544,35.017599600000004,-78.03644859999999,45.0
765,355,30865.0,95000.0,463,463,34.956365000000005,-77.965711,47.0
1214,474,41410.0,88600.0,516,516,34.9343453,-78.0242135,33.0
2432,753,51118.0,108800.0,850,850,35.0102434,-77.7995125,35.0
2090,861,42404.0,139700.0,1068,1068,34.944044500000004,-77.8166382,32.0
1799,555,48785.0,82100.0,686,686,34.885750200000004,-77.79899609999998,27.0
1590,689,36250.0,125000.0,864,864,34.9082273,-77.7646652,33.0
1076,551,35914.0,65900.0,632,632,34.750012700000006,-77.80612070000001,29.0
1096,403,51875.0,,438,438,34.8008681,-77.7371839,30.0
2506,693,32018.0,65500.0,881,881,35.097553999999995,-77.8862572,35.0
1605,528,62800.0,123600.0,734,734,34.8126717,-77.7988606,28.0
1876,756,29651.0,100700.0,895,895,34.8461342,-77.9092694,36.0
2146,932,54659.0,262100.0,1074,1074,34.791869299999995,-77.9116208,19.0
1864,900,,75700.0,941,941,34.7766749,-78.007571,35.0
2454,1023,31319.0,97000.0,1122,1122,34.7472535,-77.9855122,48.0
2424,963,32450.0,99000.0,1200,1200,34.7307547,-77.9798708,49.0
1202,386,40968.0,80900.0,582,582,34.899201700000006,-78.1118464,27.0
1845,540,41957.0,47600.0,702,702,34.8664035,-78.076452,35.0
1405,501,42135.0,112000.0,642,642,34.8364159,-77.98923909999999,39.0
1925,671,28914.0,80000.0,771,771,34.8365173,-78.05144940000001,44.0
2072,726,53269.0,84600.0,876,876,34.7739301,-78.11274949999999,28.0
1952,675,36161.0,,715,715,35.149144,-77.9649835,35.0
1039,408,63125.0,76400.0,458,458,35.1592665,-78.10581459999999,35.0
1490,546,41176.0,65600.0,638,638,34.9800489,-78.1227724,44.0
2124,738,52765.0,100000.0,889,889,35.0155717,-77.9531591,22.0
1382,596,38917.0,89800.0,647,647,34.929195,-77.90653590000001,26.0
1521,479,59338.0,90500.0,737,737,34.9504956,-77.71127829999999,39.0
1101,502,45588.0,94000.0,585,585,34.888418200000004,-77.691255,49.0
4369,1380,31203.0,59700.0,1469,1469,35.1216285,-77.80877679999999,30.0
3730,1777,56793.0,175700.0,1926,1926,35.9460969,-78.9891554,21.0
1234,568,75288.0,166000.0,568,568,36.1056033,-78.8989338,47.0
3603,1256,79500.0,180700.0,1347,1347,36.0791223,-78.87357270000001,27.0
1033,403,25189.0,107100.0,450,450,35.999897999999995,-78.8827337,57.0
2242,1257,48250.0,293300.0,1436,1436,36.012482899999995,-78.92812020000001,63.0
2461,899,44250.0,336000.0,899,899,35.985458799999996,-78.9345113,60.0
2582,1151,42831.0,257200.0,1319,1319,35.9791473,-78.9275937,60.0
435,191,51776.0,168100.0,236,236,36.073299299999995,-78.81144509999999,45.0
1705,621,78836.0,156000.0,621,621,36.013974600000005,-78.84723220000001,23.0
2635,1090,85430.0,221600.0,1148,1148,35.9932527,-78.74212469999999,14.0
2546,1101,84760.0,224200.0,1122,1122,35.9420941,-78.9413441,34.0
1737,908,93654.0,241500.0,996,996,35.9624742,-78.930622,37.0
1186,543,38250.0,158600.0,631,631,36.0192335,-78.8827502,69.0
2523,1131,31173.0,160500.0,1300,1300,36.023311299999996,-78.9036176,53.0
2223,778,27099.0,136100.0,808,808,35.9912908,-78.84589629999999,32.0
2274,813,37120.0,132000.0,813,813,35.998605,-78.8498063,46.0
1783,795,38250.0,239000.0,858,858,35.9644801,-78.95066329999999,33.0
1007,117,16250.0,,171,171,36.003953,-78.9251309,44.0
1973,643,35711.0,123600.0,660,660,35.989270399999995,-78.91985629999999,41.0
894,516,28837.0,148900.0,572,572,35.994542100000004,-78.9186938,33.0
622,287,60469.0,360200.0,344,344,35.999573999999996,-78.91797009999999,67.0
1325,542,21810.0,66300.0,593,593,35.9868109,-78.8895496,71.0
397,200,34643.0,72100.0,340,340,35.9717704,-78.8894651,61.0
2108,721,12599.0,70900.0,821,821,35.978169,-78.88466170000001,60.0
2878,1300,27697.0,,1466,1466,36.0126786,-78.94045390000001,36.0
5273,1739,55729.0,158100.0,1933,1933,36.0702698,-78.88815009999999,38.0
1802,684,36860.0,98300.0,759,759,35.9558169,-78.91815720000001,50.0
1115,536,32419.0,118500.0,609,609,35.9578359,-78.9008427,46.0
1273,421,31004.0,218900.0,421,421,36.009592100000006,-78.88002709999999,55.0
1049,403,46174.0,172300.0,530,530,36.005223,-78.8917734,2018.0
894,375,72031.0,261800.0,386,386,36.0098641,-78.8953973,2018.0
1793,795,90993.0,233200.0,851,851,36.072793100000005,-78.9568283,26.0
2837,1141,121382.0,268800.0,1141,1141,36.0855286,-78.96467270000001,37.0
1902,662,100893.0,259600.0,724,724,36.1099577,-78.939341,28.0
3119,1497,47413.0,236600.0,1552,1552,36.0173286,-78.9718027,32.0
483,213,74313.0,252100.0,213,213,36.040715999999996,-78.96407099999999,39.0
959,438,80909.0,205300.0,471,471,36.0486588,-78.97830400000001,42.0
2870,1248,38854.0,,1401,1401,35.9579777,-78.96936099999999,32.0
694,304,40217.0,103400.0,360,360,35.9930799,-78.88091340000001,48.0
1748,496,39423.0,66400.0,567,567,35.980358100000004,-78.87293220000001,63.0
2209,831,20590.0,63900.0,917,917,36.0004542,-78.8686807,54.0
1730,614,27143.0,86000.0,648,648,35.997461,-78.8760939,53.0
916,352,30580.0,,371,371,35.991580299999995,-78.8752644,56.0
924,394,16750.0,85300.0,394,394,35.9872941,-78.86659870000001,34.0
1486,561,30240.0,79300.0,736,736,35.980004,-78.8991045,68.0
3175,462,20152.0,115800.0,598,598,35.9734232,-78.9000473,54.0
1671,0,,,4,4,36.0068443,-78.91566929999999,
3043,1255,63915.0,192200.0,1255,1255,36.093382899999995,-78.92330720000001,25.0
1240,453,61840.0,160500.0,502,502,36.1130343,-78.9158409,45.0
810,423,87031.0,237500.0,423,423,36.024981700000005,-78.92701009999999,66.0
1373,641,72013.0,173500.0,641,641,36.0436735,-78.9195899,50.0
2229,1022,60750.0,420400.0,1170,1170,36.034118299999996,-78.9403258,39.0
946,379,101797.0,371700.0,398,398,36.0194679,-78.9392616,2018.0
1169,741,29267.0,350000.0,857,857,35.994301799999995,-78.90991890000001,45.0
1261,325,,113800.0,376,376,36.0395415,-78.8754588,49.0
4952,2069,32297.0,116700.0,2197,2197,36.0499088,-78.88420450000001,17.0
870,362,169583.0,786800.0,393,393,35.948965,-78.9509259,55.0
2195,879,134402.0,389000.0,906,906,35.937404799999996,-78.95718829999998,35.0
1181,476,82303.0,168600.0,476,476,35.8951783,-78.90603490000001,50.0
1050,548,35135.0,138100.0,597,597,36.019713200000005,-78.910549,54.0
657,263,43869.0,410000.0,286,286,36.015167,-78.9144127,68.0
916,412,91806.0,277800.0,472,472,36.0150113,-78.9030236,70.0
1529,663,59107.0,567900.0,689,689,36.007315999999996,-78.9065127,2018.0
3162,34,,,34,34,36.0013717,-78.94053609999999,42.0
1312,683,80540.0,306400.0,683,683,35.980203,-78.9597425,35.0
2550,873,138125.0,358000.0,973,973,35.999552,-78.9848185,30.0
1838,752,74900.0,265800.0,768,768,36.194515,-78.9358988,30.0
2234,971,82463.0,273900.0,971,971,36.127119,-78.8525515,21.0
5324,870,87681.0,233700.0,991,991,36.189482,-78.8518727,24.0
2040,752,123160.0,342100.0,829,829,35.8836714,-78.959859,14.0
5117,1855,149261.0,364900.0,1924,1924,35.8831757,-78.9293546,15.0
1405,481,90284.0,271300.0,481,481,35.905066299999994,-78.9270696,15.0
2529,1219,54110.0,184900.0,1265,1265,35.9148148,-78.9233344,22.0
1577,674,67300.0,266400.0,674,674,35.920897,-78.945433,32.0
1696,684,87569.0,256900.0,778,778,35.9168201,-78.9371969,27.0
1093,616,78333.0,159400.0,665,665,35.9250081,-78.941546,
1099,682,50238.0,162400.0,771,771,35.9266173,-78.93217390000001,31.0
1397,664,76667.0,214400.0,664,664,35.9428059,-78.8792205,17.0
2694,926,109194.0,216700.0,985,985,35.938821399999995,-78.92001529999999,21.0
1478,605,85966.0,172700.0,605,605,35.9230007,-78.8949901,29.0
3342,1310,41602.0,154100.0,1361,1361,35.9439653,-78.9103599,18.0
6329,2734,55727.0,235200.0,2869,2869,35.893232399999995,-78.898,15.0
2698,1119,103304.0,207000.0,1168,1168,35.911628,-78.831622,13.0
2111,1059,52404.0,526900.0,1059,1059,35.912155299999995,-78.8145219,13.0
2054,1015,64837.0,272900.0,1213,1213,35.9994119,-78.9017906,63.0
1007,238,24821.0,187500.0,299,299,35.9883176,-78.9039944,45.0
0,0,,,0,0,35.9038564,-78.8659073,
3787,1332,85227.0,158200.0,1427,1427,35.9866406,-78.8125852,22.0
2623,983,71573.0,149400.0,1118,1118,35.989284000000005,-78.8283922,21.0
7162,2741,102321.0,263300.0,2900,2900,35.96048,-78.81313349999999,7.0
3657,1764,47888.0,152600.0,1991,1991,35.9479785,-78.85338399999999,16.0
2514,927,71058.0,226300.0,976,976,35.93364129999999,-78.8248248,21.0
2592,1226,39625.0,195600.0,1296,1296,35.955811100000005,-78.96130409999999,26.0
3943,1947,61788.0,319100.0,1987,1987,35.9655244,-78.9850666,20.0
1061,669,62909.0,263400.0,899,899,35.9028449,-78.9763172,20.0
1622,949,49632.0,290900.0,949,949,35.8698828,-78.98285849999999,22.0
3226,1171,28942.0,99200.0,1320,1320,35.966628799999995,-78.90984549999999,54.0
3188,1216,47935.0,159700.0,1321,1321,36.0636766,-78.915941,31.0
1331,572,49219.0,138100.0,692,692,36.0488535,-78.91366529999999,40.0
1563,813,38554.0,89700.0,878,878,36.050823799999996,-78.9324655,34.0
1244,545,56989.0,151200.0,567,567,36.0653126,-78.9244167,33.0
1666,847,35664.0,124700.0,934,934,36.05288,-78.92392559999999,36.0
1937,535,48673.0,149000.0,535,535,36.0420347,-78.83624859999999,34.0
3122,989,53203.0,118100.0,1168,1168,36.0420135,-78.8525257,25.0
2145,1028,30625.0,,1233,1233,36.0107651,-78.95077990000001,26.0
1863,717,49205.0,186900.0,748,748,36.0322304,-78.8980833,61.0
516,245,95580.0,406000.0,245,245,35.9910177,-78.95040340000001,47.0
398,212,,,412,412,36.0031549,-78.95535579999999,46.0
2023,928,68000.0,231300.0,928,928,36.0599754,-78.9557502,27.0
1765,854,101818.0,662400.0,934,934,36.0469196,-78.9472148,19.0
2032,739,40530.0,151500.0,751,751,36.018808299999996,-78.7823194,47.0
5511,1699,74874.0,158800.0,1765,1765,36.012814899999995,-78.8228155,15.0
2723,1466,103971.0,447000.0,1478,1478,35.923615500000004,-79.0010377,22.0
1270,451,93365.0,220400.0,451,451,36.110057899999994,-78.87307870000001,39.0
773,261,37107.0,,394,394,36.000017299999996,-78.8894002,61.0
646,287,56384.0,196000.0,287,287,35.9550179,-78.942257,41.0
1066,356,36786.0,130600.0,389,389,36.0119994,-78.8598348,51.0
1493,798,77917.0,347400.0,855,855,35.9600182,-78.7735287,4.0
1883,666,47411.0,121200.0,714,714,36.028859499999996,-78.88386440000001,55.0
1936,666,43944.0,108100.0,705,705,35.9843745,-78.85353149999999,31.0
3489,1160,37656.0,195700.0,1325,1325,35.9669854,-78.9376877,41.0
1848,770,23426.0,144700.0,912,912,35.9934406,-78.8905943,55.0
756,530,32196.0,,626,626,36.009645299999995,-78.9455301,14.0
1771,645,39080.0,126100.0,710,710,35.9638292,-78.8832107,49.0
1493,685,67054.0,244400.0,685,685,36.031729399999996,-78.966768,38.0
1694,602,24847.0,107000.0,662,662,35.986779399999996,-78.8772069,66.0
753,289,42292.0,79100.0,327,327,35.971173,-78.90480059999999,57.0
600,280,77333.0,166000.0,280,280,36.0749279,-78.9215538,52.0
1256,572,90833.0,340500.0,572,572,35.9817935,-78.91296190000001,62.0
1703,701,144549.0,291900.0,731,731,36.133171999999995,-78.9302728,27.0
1513,702,47090.0,133900.0,770,770,36.033906200000004,-78.9186464,49.0
1160,456,83750.0,362800.0,496,496,36.019464299999996,-78.9269897,76.0
1009,385,39375.0,79700.0,438,438,36.033662799999995,-78.87824309999999,36.0
2023,876,83583.0,202900.0,876,876,35.881235100000005,-78.9089265,35.0
1373,592,68750.0,184700.0,668,668,35.8973087,-78.916092,36.0
747,354,65000.0,338600.0,360,360,36.011560100000004,-78.91467540000001,66.0
1111,468,93529.0,376400.0,532,532,36.0114632,-78.9037838,68.0
2971,1484,62574.0,275300.0,1706,1706,35.9048489,-78.94266800000001,20.0
2366,1180,73065.0,236400.0,1225,1225,35.9215598,-78.9200288,21.0
4229,1732,88788.0,241200.0,1824,1824,35.9367893,-78.9298792,19.0
2990,1146,63667.0,209100.0,1146,1146,35.925687100000005,-78.90215909999999,27.0
590,147,50055.0,,155,155,35.9861066,-78.8985021,24.0
3652,1569,45809.0,152800.0,1734,1734,35.9466925,-78.89373509999999,25.0
2269,1069,42163.0,,1117,1117,35.905607399999994,-78.90791540000001,24.0
4383,2447,77485.0,220000.0,2725,2725,35.8794353,-78.84322979999999,12.0
2582,893,92813.0,194400.0,948,948,35.9724788,-78.810665,24.0
666,391,73304.0,,407,407,35.972058600000004,-78.95499129999999,24.0
2956,1235,120486.0,318900.0,1350,1350,35.928258,-78.97686490000001,25.0
1865,874,97464.0,317400.0,950,950,35.9002799,-78.9875025,28.0
2069,1032,54224.0,171600.0,1045,1045,36.0211172,-78.9621934,32.0
1518,398,50543.0,125000.0,398,398,35.971469899999995,-78.86057579999999,46.0
3025,1125,46250.0,109900.0,1219,1219,35.975376000000004,-78.8382647,23.0
1181,555,72344.0,270200.0,564,564,35.9741972,-78.9199886,60.0
950,495,29549.0,84900.0,668,668,35.937843900000004,-77.7822762,66.0
1648,633,17244.0,91300.0,765,765,35.9412396,-77.7685225,41.0
1253,480,59208.0,93600.0,569,569,35.9351912,-77.74861750000001,42.0
1664,765,22822.0,151400.0,765,765,35.8894167,-77.5769181,25.0
1386,582,51477.0,161200.0,582,582,35.9022506,-77.587926,44.0
701,347,21695.0,81900.0,378,378,35.90553189999999,-77.5548195,67.0
1224,489,57404.0,133200.0,557,557,35.899471500000004,-77.5487279,48.0
739,324,40000.0,94600.0,396,396,35.7182019,-77.65017990000001,32.0
1453,395,75033.0,95500.0,429,429,35.7658274,-77.5788891,24.0
1701,631,32181.0,115800.0,655,655,35.9303305,-77.5870798,39.0
1862,753,45795.0,94300.0,761,761,35.9329436,-77.5437792,36.0
417,228,33611.0,,261,261,35.916134299999996,-77.5552687,42.0
1499,494,35000.0,61700.0,638,638,36.0252695,-77.7380399,43.0
1177,434,27237.0,85300.0,451,451,35.9942385,-77.6905098,27.0
562,267,38625.0,74400.0,362,362,35.9794713,-77.480897,40.0
2006,840,30533.0,82400.0,919,919,35.822353299999996,-77.4920698,29.0
678,272,39773.0,83500.0,345,345,35.8883371,-77.41875340000001,26.0
962,392,25968.0,46900.0,473,473,35.904494799999995,-77.51165879999999,54.0
936,350,22727.0,67900.0,465,465,35.886928600000005,-77.5243555,18.0
1521,609,40096.0,71200.0,725,725,35.8866993,-77.50899609999999,25.0
1230,535,44375.0,73000.0,565,565,35.8401376,-77.581263,27.0
946,386,36250.0,97400.0,468,468,35.7468376,-77.6812559,52.0
1019,394,67031.0,88700.0,483,483,36.0429214,-77.586431,38.0
2257,787,42270.0,67400.0,855,855,35.8903217,-77.6305938,34.0
1326,445,,,474,474,35.9229274,-77.7794243,49.0
1176,359,26024.0,,480,480,35.9255709,-77.7973185,65.0
622,309,14019.0,,454,454,35.936566,-77.7941075,58.0
816,415,25673.0,72900.0,491,491,35.933054,-77.7874594,65.0
633,232,41552.0,105200.0,282,282,35.9520976,-77.78171390000001,46.0
2073,818,42632.0,99100.0,846,846,35.961564200000005,-77.7466505,39.0
413,245,,74300.0,341,341,35.9522919,-77.7680157,46.0
651,296,,,580,580,35.9456266,-77.7864744,65.0
1026,458,30735.0,63500.0,517,517,35.782089299999996,-77.63821879999999,47.0
1437,581,39561.0,78400.0,630,630,35.7915595,-77.6875954,31.0
1937,706,37400.0,76000.0,806,806,35.8447333,-77.7108324,24.0
868,418,40202.0,76900.0,418,418,35.893019200000005,-77.5415532,44.0
672,303,24107.0,91500.0,332,332,35.913865799999996,-77.5255444,47.0
311,105,,73900.0,146,146,35.865536600000006,-77.5256136,28.0
1121,414,26413.0,66300.0,539,539,36.1064031,-77.67669479999999,41.0
1171,511,50813.0,131300.0,618,618,35.9246778,-77.6932328,26.0
1102,443,45969.0,75500.0,521,521,35.8953248,-77.7827556,51.0
1288,483,30747.0,81500.0,552,552,35.9169021,-77.7885448,52.0
782,328,,114800.0,328,328,35.950781400000004,-77.77336509999999,55.0
995,408,39375.0,85900.0,467,467,35.802323,-77.6306426,41.0
1544,622,41667.0,121200.0,813,813,35.8670918,-77.789912,29.0
1020,329,45493.0,85100.0,387,387,35.93249470000001,-77.7718797,48.0
557,261,49750.0,97500.0,388,388,35.9038654,-77.5375428,77.0
1283,410,39000.0,121200.0,478,478,36.1601085,-80.24911800000001,50.0
2341,646,30938.0,70800.0,739,739,36.1526619,-80.2313533,55.0
1462,521,19835.0,77200.0,586,586,36.105548399999996,-80.2105017,50.0
584,247,37697.0,60900.0,362,362,36.1037204,-80.19939000000001,45.0
2261,725,61454.0,116800.0,769,769,36.122418200000006,-80.1937636,20.0
771,295,20625.0,,518,518,36.1185506,-80.2053871,57.0
749,239,12917.0,70800.0,256,256,36.097275700000004,-80.21908470000001,55.0
1363,540,62571.0,175900.0,637,637,36.186494700000004,-80.41496020000001,37.0
2000,828,74167.0,148100.0,933,933,36.1443714,-80.4130205,39.0
2179,697,31994.0,80000.0,759,759,36.150418,-80.2537071,49.0
1640,481,23125.0,109200.0,773,773,36.1381648,-80.2559043,47.0
2820,1100,76441.0,145000.0,1161,1161,36.103283700000006,-80.1415878,30.0
726,329,86134.0,188800.0,329,329,36.094867799999996,-80.11281109999999,42.0
2336,1060,56875.0,152900.0,1119,1119,36.04617879999999,-80.3032392,25.0
2587,944,104286.0,261800.0,957,957,36.0519648,-80.43998990000001,40.0
2428,915,49740.0,211800.0,969,969,36.080101,-80.4730507,31.0
1680,613,35917.0,88200.0,703,703,36.178593299999996,-80.2348685,50.0
1377,578,39531.0,136000.0,675,675,36.2217726,-80.2275161,37.0
540,303,34766.0,178700.0,433,433,36.084785499999995,-80.24757640000001,2018.0
774,428,11531.0,108500.0,449,449,36.0789336,-80.25225400000001,53.0
891,413,16736.0,73800.0,576,576,36.0876025,-80.25446640000001,46.0
1458,519,,,592,592,36.1283667,-80.22385390000001,57.0
1790,573,29598.0,77900.0,614,614,36.0616261,-80.2545564,58.0
1680,762,25693.0,80200.0,814,814,36.0501436,-80.25215779999999,46.0
2239,879,37361.0,92400.0,966,966,36.1663112,-80.32233790000001,31.0
757,466,29183.0,,536,536,36.167604600000004,-80.2818715,34.0
1324,412,52702.0,89400.0,447,447,36.1666667,-80.27217759999999,60.0
755,302,30893.0,,315,315,36.181978,-80.2765575,28.0
1470,532,49024.0,119400.0,571,571,36.1450885,-80.1798806,45.0
1382,550,53692.0,156500.0,573,573,36.161970700000005,-80.1591829,39.0
579,236,31389.0,71900.0,244,244,36.1219436,-80.06397209999999,56.0
1745,701,31953.0,148100.0,769,769,36.1143646,-80.07550490000001,32.0
1401,481,90179.0,280800.0,499,499,36.1335602,-80.1011287,16.0
2412,1126,61515.0,144800.0,1256,1256,36.0619721,-80.2865218,42.0
1770,700,70595.0,187000.0,700,700,36.10744570000001,-80.457269,39.0
867,234,11000.0,44400.0,332,332,36.0817422,-80.2250493,55.0
2601,0,,,0,0,36.0891424,-80.22998829999999,
814,237,24010.0,75800.0,336,336,36.108786,-80.2342401,48.0
1420,687,14153.0,85800.0,786,786,36.107629700000004,-80.2265244,49.0
1268,492,248250.0,624200.0,560,560,36.099083,-80.2832144,62.0
573,232,177500.0,599600.0,240,240,36.108644399999996,-80.2802577,2018.0
1503,595,159429.0,513200.0,628,628,36.100860499999996,-80.30104229999999,50.0
1760,639,68657.0,150000.0,639,639,36.161280600000005,-80.3412723,41.0
832,331,19447.0,116800.0,447,447,36.1566532,-80.32461070000001,52.0
2114,648,114853.0,276000.0,718,718,36.142857,-80.3420079,25.0
1252,533,68375.0,132200.0,587,587,36.241412,-80.42280790000001,35.0
722,284,40682.0,134000.0,394,394,36.225575799999994,-80.3966691,39.0
2300,917,69539.0,153800.0,1022,1022,36.2029591,-80.35975079999999,31.0
1246,508,50804.0,144500.0,508,508,36.1887466,-80.3042665,46.0
1600,528,36639.0,130100.0,556,556,36.1777039,-80.3206765,36.0
1379,453,60052.0,151100.0,478,478,36.1782506,-80.305077,42.0
873,391,35488.0,96700.0,407,407,36.1411716,-80.21865290000001,47.0
702,315,38765.0,76300.0,424,424,36.1317359,-80.2114009,58.0
1100,382,33409.0,87900.0,403,403,36.059567799999996,-80.2413728,59.0
1809,620,27411.0,87200.0,636,636,36.0567468,-80.2334848,61.0
1302,478,151083.0,456800.0,486,486,36.123328,-80.2894455,58.0
1642,727,63207.0,210500.0,765,765,36.11976729999999,-80.3043423,50.0
1984,752,24779.0,125800.0,877,877,36.1467318,-80.2722508,43.0
1445,824,25530.0,144600.0,875,875,36.150901899999994,-80.2981777,39.0
1568,959,43432.0,137800.0,1146,1146,36.083481799999994,-80.3365898,36.0
2633,902,98298.0,252500.0,902,902,36.0127293,-80.39815390000001,30.0
1389,638,62292.0,159200.0,659,659,36.0252002,-80.3943194,33.0
646,327,52589.0,182500.0,344,344,36.0728256,-80.2485335,74.0
1150,431,50855.0,66100.0,498,498,36.037128700000004,-80.2347969,73.0
3880,1322,59427.0,139800.0,1364,1364,36.0331166,-80.2521156,34.0
1860,836,16985.0,84700.0,882,882,36.1110323,-80.2529776,33.0
1859,626,25673.0,86900.0,682,682,36.116682,-80.2447535,41.0
719,303,25189.0,75300.0,347,347,36.1256213,-80.24465909999999,67.0
2348,1175,44564.0,163700.0,1231,1231,36.1265648,-80.3292089,41.0
683,322,67321.0,176300.0,322,322,36.1473419,-80.31471979999999,48.0
1278,610,49481.0,183800.0,772,772,36.1425064,-80.301622,43.0
1393,760,63688.0,149500.0,858,858,36.1328722,-80.314776,42.0
1796,642,54730.0,114000.0,727,727,36.213165999999994,-80.2603122,41.0
2238,931,49442.0,150500.0,957,957,36.227537299999995,-80.27408659999999,54.0
1393,539,53239.0,135400.0,580,580,36.2511357,-80.26400699999999,48.0
1749,627,82650.0,193700.0,702,702,36.160295,-80.0924443,29.0
1706,665,58768.0,202800.0,748,748,36.1765281,-80.1062105,27.0
2007,753,57188.0,179800.0,753,753,36.10245220000001,-80.10521999999999,27.0
1465,594,76000.0,202600.0,594,594,36.0900578,-80.07731779999999,27.0
2075,1195,34066.0,145000.0,1312,1312,36.1010407,-80.0590337,33.0
2330,824,39600.0,115600.0,919,919,36.0576259,-80.1859501,39.0
947,272,24000.0,88000.0,372,372,36.0642534,-80.1744512,44.0
1744,592,28314.0,52300.0,650,650,36.0624338,-80.2077353,62.0
1978,630,59423.0,135800.0,630,630,36.0180974,-80.21951130000001,13.0
900,507,21012.0,,555,555,36.0659755,-80.2701335,50.0
1724,893,31362.0,97300.0,1027,1027,36.0478924,-80.2636339,28.0
2743,1214,44507.0,106400.0,1343,1343,36.0424159,-80.2819775,22.0
481,252,61100.0,124700.0,276,276,36.0328576,-80.2857827,58.0
1927,894,59176.0,150400.0,975,975,36.0237359,-80.3316057,14.0
2117,661,66806.0,160400.0,762,762,36.0214446,-80.2850497,16.0
1546,692,65439.0,152500.0,708,708,36.00851970000001,-80.2935553,19.0
2675,1145,59883.0,128900.0,1244,1244,36.018381899999994,-80.2689627,17.0
1664,737,51719.0,161600.0,899,899,36.06432720000001,-80.325224,25.0
1654,578,46968.0,119400.0,619,619,36.0588224,-80.33644,45.0
1650,534,90078.0,172700.0,541,541,36.0370789,-80.3409017,17.0
1508,620,64605.0,181900.0,726,726,36.0424111,-80.3520426,31.0
1333,707,51101.0,125400.0,722,722,36.063052,-80.3517268,18.0
992,405,86927.0,167500.0,405,405,36.0602541,-80.3641941,16.0
1335,497,165521.0,409300.0,503,503,36.1105477,-80.341886,28.0
1454,569,146838.0,288000.0,611,611,36.0982364,-80.33752009999999,31.0
1694,705,81838.0,201600.0,736,736,36.0983386,-80.3548384,27.0
1975,692,126747.0,338400.0,766,766,36.040805299999995,-80.4135941,22.0
785,363,63882.0,163900.0,416,416,36.1096248,-80.3965082,39.0
1809,874,27368.0,,1053,1053,36.074729100000006,-80.32482850000001,40.0
1521,731,45644.0,99100.0,813,813,36.085212299999995,-80.3169912,45.0
1454,590,110278.0,390700.0,650,650,36.1040276,-80.27112340000001,71.0
1157,529,18352.0,306300.0,649,649,36.10550070000001,-80.2481499,66.0
1786,488,11722.0,49700.0,547,547,36.0744859,-80.2301741,34.0
835,395,31272.0,164100.0,442,442,36.0875682,-80.26263780000001,2018.0
1752,564,33879.0,151300.0,759,759,36.0783551,-80.2620405,53.0
908,415,46202.0,143800.0,461,461,36.0732703,-80.2671941,63.0
955,539,44688.0,338100.0,614,614,36.097372799999995,-80.2600653,66.0
763,358,51875.0,,429,429,36.092273799999994,-80.25761690000002,57.0
1874,755,46318.0,119100.0,789,789,36.009381700000006,-80.2451823,16.0
785,381,16385.0,95400.0,444,444,36.0967434,-80.22492709999999,56.0
1187,598,21859.0,,724,724,36.0989744,-80.23384659999999,51.0
1206,466,17311.0,84800.0,530,530,36.034937,-80.2252069,52.0
1419,423,26797.0,82500.0,526,526,36.0494421,-80.21128859999999,44.0
